1.07E-05,0.010716674,0,0.010716674,Keep
4.77E-07,0.000476837,0,0.010716674,Delete
4.77E-07,0.000476837,0,0.010716674,Delete
0,0,0,0.010716674,Delete
0,0,0,0.010716674,Delete
0,0,0,0.010716674,Delete
2.38E-07,0.000238419,0,0.010716674,Delete
1.64E-06,0.001640377,0,0.010716674,Delete
1.41E-06,0.001411957,1,0.001411957,Keep
1.15E-07,0.000114571,1,0.001411957,Delete
2.48E-07,0.000247876,1,0.001411957,Delete
2.48E-07,0.000247876,1,0.001411957,Delete
0,0,1,0.001411957,Delete
0,0,1,0.001411957,Delete
0,0,1,0.001411957,Delete
0,0,1,0.001411957,Delete
4.77E-07,0.000476837,2,0.006760926,Keep
3.53E-07,0.000352899,2,0.006760926,Delete
4.20E-07,0.000419552,2,0.006760926,Delete
2.38E-07,0.000238419,2,0.006760926,Delete
2.29E-07,0.000228961,2,0.006760926,Delete
0,0,2,0.006760926,Delete
7.06E-07,0.000705979,2,0.006760926,Delete
6.76E-06,0.006760926,2,0.006760926,Delete
1.46E-05,0.014581453,3,0.014581453,Keep
6.01E-07,0.000600865,3,0.014581453,Delete
4.77E-07,0.000476837,3,0.014581453,Delete
0,0,3,0.014581453,Delete
2.29E-07,0.000228961,3,0.014581453,Delete
0,0,3,0.014581453,Delete
3.05E-07,0.000305071,3,0.014581453,Delete
2.48E-07,0.000247876,3,0.014581453,Delete
2.48E-07,0.000247876,4,0.000457922,Keep
0,0,4,0.000457922,Delete
0,0,4,0.000457922,Delete
0,0,4,0.000457922,Delete
4.58E-07,0.000457922,4,0.000457922,Delete
0,0,4,0.000457922,Delete
0,0,4,0.000457922,Delete
0,0,4,0.000457922,Delete
0,0,5,0.001392682,Keep
0,0,5,0.001392682,Delete
0,0,5,0.001392682,Delete
0,0,5,0.001392682,Delete
1.39E-06,0.001392682,5,0.001392682,Delete
1.81E-07,0.000181133,5,0.001392682,Delete
2.29E-07,0.000228961,5,0.001392682,Delete
6.10E-07,0.000610142,5,0.001392682,Delete
2.48E-07,0.000247876,6,0.001983007,Keep
0,0,6,0.001983007,Delete
0,0,6,0.001983007,Delete
0,0,6,0.001983007,Delete
1.98E-06,0.001983007,6,0.001983007,Delete
0,0,6,0.001983007,Delete
0,0,6,0.001983007,Delete
5.91E-07,0.000591228,6,0.001983007,Delete
3.62E-06,0.003623024,7,0.003623024,Keep
6.10E-07,0.000610142,7,0.003623024,Delete
0,0,7,0.003623024,Delete
2.65E-06,0.002651517,7,0.003623024,Delete
0,0,7,0.003623024,Delete
2.29E-07,0.000228961,7,0.003623024,Delete
1.64E-06,0.001639656,7,0.003623024,Delete
8.67E-07,0.000867386,7,0.003623024,Delete
3.11E-06,0.003108899,8,0.003108899,Keep
1.81E-07,0.000181133,8,0.003108899,Delete
7.43E-07,0.000743358,8,0.003108899,Delete
3.53E-07,0.000352899,8,0.003108899,Delete
9.06E-07,0.000905846,8,0.003108899,Delete
1.20E-06,0.00120137,8,0.003108899,Delete
2.91E-06,0.002906056,8,0.003108899,Delete
0,0,8,0.003108899,Delete
2.61E-06,0.002612786,9,0.31993608,Keep
0,0,9,0.31993608,Delete
4.20E-07,0.000419552,9,0.31993608,Delete
3.86E-06,0.003861082,9,0.31993608,Delete
0,0,9,0.31993608,Delete
5.17E-06,0.005165943,9,0.31993608,Delete
3.20E-04,0.31993608,9,0.31993608,Delete
7.34E-06,0.007337107,9,0.31993608,Delete
4.54E-06,0.004537968,10,0.004842227,Keep
1.03E-06,0.001029694,10,0.004842227,Delete
8.39E-07,0.000839104,10,0.004842227,Delete
4.84E-06,0.004842227,10,0.004842227,Delete
0,0,10,0.004842227,Delete
0,0,10,0.004842227,Delete
6.87E-07,0.000686884,10,0.004842227,Delete
2.52E-06,0.002517671,10,0.004842227,Delete
5.86E-06,0.005855261,11,0.005855261,Keep
5.51E-06,0.005510377,11,0.005855261,Delete
1.38E-06,0.001382683,11,0.005855261,Delete
4.77E-07,0.000476837,11,0.005855261,Delete
2.00E-06,0.002002824,11,0.005855261,Delete
1.14E-06,0.001144806,11,0.005855261,Delete
4.77E-07,0.000476837,11,0.005855261,Delete
4.57E-06,0.004569405,11,0.005855261,Delete
2.42E-06,0.002421834,12,0.009437299,Keep
5.34E-07,0.000534123,12,0.009437299,Delete
9.54E-07,0.000953764,12,0.009437299,Delete
3.23E-06,0.003226534,12,0.009437299,Delete
9.44E-06,0.009437299,12,0.009437299,Delete
2.60E-06,0.002595493,12,0.009437299,Delete
0,0,12,0.009437299,Delete
0,0,12,0.009437299,Delete
0,0,13,0.010985087,Keep
9.54E-07,0.000953674,13,0.010985087,Delete
4.77E-07,0.000476837,13,0.010985087,Delete
1.35E-06,0.00135377,13,0.010985087,Delete
5.69E-06,0.005687642,13,0.010985087,Delete
1.10E-05,0.010985087,13,0.010985087,Delete
1.44E-06,0.00144042,13,0.010985087,Delete
6.67E-08,6.67E-05,13,0.010985087,Delete
7.25E-07,0.000724713,14,0.023384273,Keep
4.77E-07,0.000476837,14,0.023384273,Delete
1.24E-06,0.001239019,14,0.023384273,Delete
7.06E-07,0.000705798,14,0.023384273,Delete
2.34E-05,0.023384273,14,0.023384273,Delete
5.00E-06,0.004997512,14,0.023384273,Delete
1.32E-05,0.013234795,14,0.023384273,Delete
1.88E-06,0.001878345,14,0.023384273,Delete
1.74E-06,0.001735131,15,1.0377972,Keep
4.77E-07,0.000476837,15,1.0377972,Delete
1.20E-06,0.00120155,15,1.0377972,Delete
0.001037797,1.0377972,15,1.0377972,Delete
7.21E-06,0.007209121,15,1.0377972,Delete
0,0,15,1.0377972,Delete
2.38E-07,0.000238419,15,1.0377972,Delete
6.62E-06,0.006616,15,1.0377972,Delete
4.94E-06,0.004937883,16,0.977136,Keep
9.54E-07,0.000953674,16,0.977136,Delete
4.54E-06,0.004540312,16,0.977136,Delete
9.77E-04,0.977136,16,0.977136,Delete
2.05E-04,0.20530084,16,0.977136,Delete
1.45E-04,0.14530323,16,0.977136,Delete
4.47E-04,0.44701784,16,0.977136,Delete
1.18E-05,0.011787081,16,0.977136,Delete
4.79E-06,0.004787827,17,0.12979873,Keep
9.15E-07,0.000915214,17,0.12979873,Delete
1.02E-06,0.001020327,17,0.12979873,Delete
7.72E-07,0.000772451,17,0.12979873,Delete
3.40E-06,0.003396407,17,0.12979873,Delete
0,0,17,0.12979873,Delete
2.86E-06,0.002861023,17,0.12979873,Delete
1.30E-04,0.12979873,17,0.12979873,Delete
6.00E-06,0.005997392,18,0.2812089,Keep
2.24E-04,0.22374393,18,0.2812089,Delete
1.20E-05,0.01195389,18,0.2812089,Delete
2.81E-04,0.2812089,18,0.2812089,Delete
1.08E-04,0.108337816,18,0.2812089,Delete
6.14E-06,0.006140334,18,0.2812089,Delete
0,0,18,0.2812089,Delete
4.70E-05,0.046960748,18,0.2812089,Delete
0.001302058,1.3020579,19,1.3020579,Keep
1.29E-05,0.012850474,19,1.3020579,Delete
1.68E-06,0.001678297,19,1.3020579,Delete
1.70E-06,0.001697122,19,1.3020579,Delete
2.88E-04,0.28765132,19,1.3020579,Delete
4.86E-05,0.048606613,19,1.3020579,Delete
0,0,19,1.3020579,Delete
2.48E-07,0.000247876,19,1.3020579,Delete
0,0,20,0.004692713,Keep
6.67E-08,6.67E-05,20,0.004692713,Delete
1.30E-06,0.001297206,20,0.004692713,Delete
0,0,20,0.004692713,Delete
6.10E-07,0.000610142,20,0.004692713,Delete
0,0,20,0.004692713,Delete
2.38E-07,0.000238419,20,0.004692713,Delete
4.69E-06,0.004692713,20,0.004692713,Delete
4.64E-06,0.004644253,21,0.004644253,Keep
1.46E-06,0.001459965,21,0.004644253,Delete
7.72E-07,0.000772451,21,0.004644253,Delete
5.53E-07,0.000552857,21,0.004644253,Delete
2.48E-07,0.000247876,21,0.004644253,Delete
1.79E-06,0.001792958,21,0.004644253,Delete
2.38E-07,0.000238419,21,0.004644253,Delete
1.30E-06,0.001297206,21,0.004644253,Delete
1.01E-06,0.001010959,22,0.004254786,Keep
7.25E-07,0.000724713,22,0.004254786,Delete
7.82E-07,0.000781818,22,0.004254786,Delete
5.53E-07,0.000552857,22,0.004254786,Delete
0,0,22,0.004254786,Delete
2.38E-07,0.000238419,22,0.004254786,Delete
4.25E-06,0.004254786,22,0.004254786,Delete
1.20E-06,0.00120155,22,0.004254786,Delete
3.38E-06,0.003375509,23,0.005207379,Keep
6.67E-08,6.67E-05,23,0.005207379,Delete
6.58E-07,0.00065806,23,0.005207379,Delete
1.50E-06,0.001497164,23,0.005207379,Delete
6.49E-07,0.000648513,23,0.005207379,Delete
5.21E-06,0.005207379,23,0.005207379,Delete
3.42E-06,0.003422255,23,0.005207379,Delete
9.15E-07,0.000915484,23,0.005207379,Delete
1.53E-06,0.001534723,24,0.001534723,Keep
4.29E-07,0.000429009,24,0.001534723,Delete
0,0,24,0.001534723,Delete
1.33E-07,0.000133305,24,0.001534723,Delete
0,0,24,0.001534723,Delete
2.48E-07,0.000247876,24,0.001534723,Delete
1.41E-06,0.001409973,24,0.001534723,Delete
7.43E-07,0.000743448,24,0.001534723,Delete
2.36E-06,0.002363648,25,0.002363648,Keep
7.34E-07,0.00073408,25,0.002363648,Delete
2.38E-07,0.000238419,25,0.002363648,Delete
6.67E-08,6.67E-05,25,0.002363648,Delete
6.67E-08,6.67E-05,25,0.002363648,Delete
0,0,25,0.002363648,Delete
0,0,25,0.002363648,Delete
0,0,25,0.002363648,Delete
3.05E-07,0.000305071,26,0.00301198,Keep
2.48E-07,0.000247876,26,0.00301198,Delete
1.91E-07,0.000190591,26,0.00301198,Delete
